SampleID,PCo1,PCo2,PCo3,DMM_L6,Dataset,Shannon,Ethnicity_initial,Ethnicity,Group,SuperGroup,Prevotella_copri,Bacteroidaceae,Prevotellaceae,Ruminococcaceae,Lachnospiraceae,Clostridiales fam. incertae sedis,Clostridiaceae,Unclassified,Eubacteriaceae,Rikenellaceae,Firmicutes fam. incertae sedis,Oscillospiraceae,Veillonellaceae,Tannerellaceae,Bifidobacteriaceae,Bacteroidales fam. incertae sedis,Proteobacteria fam. [Acetobacteraceae/Enterobacteriaceae],Selenomonadaceae,Sutterellaceae,Firmicutes fam. [Lachnospiraceae/Lactobacillaceae],Coriobacteriaceae,Bacteria fam. incertae sedis,Acidaminococcaceae,Erysipelotrichaceae,Firmicutes fam. [Carnobacteriaceae/Acidaminococcaceae],Streptococcaceae,Akkermansiaceae,Barnesiellaceae
SRR10692181,-0.003007117,0.233047734,-0.0119345,Cluster 1,PRJNA588513,5.659762812,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.006285814,0.020274538,0.006454965,0.295508579,0.138118683,0.113418358,0.15422377,0.072785649,0.026038006,0.007509766,0.042237105,0.007969449,0.042190775,0.000471175,0.009062829,0.001439282,0,0.004618451,0.00110828,0,0.000762112,0.007645569,0,0.000574313,0,0.006168716,0.014467436,0
SRR10692182,0.003460385,0.006728491,-0.081112544,Cluster 2,PRJNA588513,2.941500018,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 2,0,0.028873303,0,0.00586593,0.001518626,0.009290525,0.000621542,0.005894572,0.0001292,0,0.0000537,0,0.014290595,0,0.01855695,0,0.579456951,0.000219059,0.031283813,0,0.0000821,0.0000488,0.0000316,0.000286254,0,0.073770957,0.0000504,0
SRR10692183,-0.019198927,0.262592286,0.019251618,Cluster 1,PRJNA588513,6.306346011,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.002580094,0.020760234,0.002977739,0.251831494,0.181337247,0.105183869,0.075506778,0.069176717,0.024879608,0.026837981,0.036062969,0.030247195,0.0000108,0.003753464,0.002234604,0.000987951,0.00022484,0.017058629,0.000617136,0,0.032743559,0.004236445,0,0.000383024,0,0.002383942,0.082110232,0.001072088
SRR10692184,-0.129234343,0.098837303,-0.011043724,Cluster 1,PRJNA588513,5.960077068,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.091276587,0.023204457,0.094470665,0.189498317,0.097006499,0.150481315,0.034752837,0.060162004,0.033285295,0.030372918,0.008507043,0.010722867,0.024764226,0.002162982,0.050914721,0.014914437,0.000187595,0.047858684,0.000469145,0.000072,0.018721888,0.001857958,0,0.000514051,0,0.010128044,0.020909271,0.002372345
SRR10692185,-0.046855311,0.217416867,-0.081178333,Cluster 1,PRJNA588513,5.939703744,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.011243178,0.011189551,0.011341476,0.209642653,0.150194044,0.115719376,0.018884587,0.068904189,0.006444164,0.003199056,0.008318215,0.015513459,0.013967201,0.001075557,0.003674535,0.000383187,0.000321894,0.057198537,0.002874609,0.002979497,0.0128333,0.001716416,0.028263934,0.024408733,0.001352834,0.13974449,0,0.0000652
SRR10692186,0.002152336,0.291977435,-0.105642447,Cluster 1,PRJNA588513,5.696512606,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.002915564,0.006767585,0.004800462,0.155960012,0.2020148,0.143583267,0.053791185,0.069252228,0.075326924,0.018598326,0.004964889,0.006098494,0.00077245,0.000563473,0.064751383,0.0000543,0.000316229,0.08760079,0.000193961,0.000055,0.019763453,0.005210005,0,0.000705685,0.003243553,0.015628759,0,0
SRR10692187,0.001813803,0.223686131,-0.083293021,Cluster 1,PRJNA588513,6.099841003,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.034048216,0.011350017,0.164060071,0.185187032,0.052206849,0.047385235,0.053360933,0.094417181,0.002591781,0.010654895,0.017420064,0.089736421,0.003796734,0.023357731,0.026594364,0.006310693,0.061522718,0.002302415,0.00108117,0.021111268,0.002815616,0,0.0003208,0,0.009192137,0.000501413,0.00031482
SRR10692188,-0.081808965,0.19754647,-0.092813665,Cluster 1,PRJNA588513,5.49215173,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.008517309,0.000427442,0.016030446,0.109084281,0.158630191,0.061435124,0.046412568,0.049321893,0.019101605,0.000434833,0.121807857,0.010502092,0.000596091,0.000988338,0.032433323,0.001442924,0.000412743,0.223904807,0.003727914,0.0000578,0.013199045,0.002710697,0.069325176,0.017537485,0,0.009208777,0.0000927,0.0000526
SRR10692189,-0.139545444,0.235107042,0.02125977,Cluster 1,PRJNA588513,6.563779935,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.010035089,0.000972155,0.035258189,0.122985338,0.19757632,0.094471864,0.070556883,0.051028055,0.009268991,0.000550848,0.06024463,0.010294585,0.130762,0.0002113,0.006455076,0.007674999,0.0000745,0.002526005,0.000470992,0.000233672,0.029040854,0.0000528,0.001953558,0.018609671,0.0000547,0.009250282,0.000276266,0.0000733
SRR10692192,-0.140913161,0.238452492,-0.072730511,Cluster 1,PRJNA588513,6.152128668,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.035543381,0.0002541,0.065185978,0.174389116,0.256608356,0.083026401,0.018328151,0.055537857,0.009261473,0.000289707,0.002120433,0.006629757,0.016352522,0.00021342,0.060648292,0,0.002165063,0.034109867,0.001146528,0.000392514,0.016310371,0.002006857,0.029601393,0.058234209,0,0.014241838,0,0.0000543
SRR10692193,-0.200997437,-0.035599044,0.047876804,Cluster 1,PRJNA588513,6.151843878,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.132954548,0.045591595,0.133263444,0.099465388,0.087905717,0.17497128,0.059773452,0.032980783,0.019091373,0.015312858,0.072172973,0.023026491,0.128742999,0.00761974,0.009407751,0.000346769,0.0000481,0.023731204,0.000615377,0.0000434,0.008000139,0.000307368,0,0.006558132,0.00128462,0.000302353,0.000312509,0.001556967
SRR10692194,-0.064225209,0.112541037,0.006428219,Cluster 1,PRJNA588513,5.983464207,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.03989296,0.043754934,0.039923036,0.135632555,0.213737629,0.075500695,0.105260184,0.036023414,0.02636213,0.049499672,0.00848477,0.027405111,0.10657058,0.000783283,0.003458916,0.000338241,0.000755673,0.007513748,0.005104885,0.001001874,0.013711136,0.006612444,0.0000647,0.000919035,0,0.002518459,0,0
SRR10692195,-0.121586116,0.235271453,0.091509867,Cluster 1,PRJNA588513,6.897801412,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.003253916,0.003197652,0.023942284,0.169336086,0.140165209,0.163108402,0.132435113,0.063042911,0.032075793,0.001348713,0.03565875,0.028531848,0.015477566,0.001707787,0.004737992,0.001881846,0.0000225,0.007968956,0.0001441,0.000297213,0.025239244,0.007130676,0,0.034910435,0,0.009252076,0,0.00017248
SRR10692196,-0.091435783,0.228312788,0.020478984,Cluster 1,PRJNA588513,6.311850433,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.00905439,0.003905263,0.009862267,0.162345625,0.169805618,0.085562503,0.044287737,0.056330663,0.028567397,0.001494253,0.041368626,0.021327595,0.117768817,0.002404305,0.083911333,0.0001722,0.00146516,0,0.0000734,0.0000609,0.029519775,0.000627898,0,0.014458588,0,0.001804605,0.013604813,0.0000307
SRR10692197,-0.067894282,0.281118629,-0.050462011,Cluster 1,PRJNA588513,5.999968474,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.014294582,0.008909974,0.021215325,0.246618824,0.280617277,0.078419144,0.047461997,0.06304898,0.048567937,0.001345427,0.007290358,0.013768437,0.0001079,0.000282962,0.00507103,0.000308648,0.000450023,0.018944567,0.000753464,0.004532048,0.031026049,0.007410744,0.000200652,0.013304322,0.025152771,0.010291215,0.024585179,0.0000154
SRR10692198,-0.125193113,0.202485565,0.005461935,Cluster 1,PRJNA588513,6.231326698,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.034780452,0.004157788,0.037154807,0.110912295,0.162148604,0.109090262,0.061769807,0.06117165,0.020212336,0.000816795,0.013526221,0.022978914,0.015324512,0.000575178,0.000816355,0.002197831,0.158826733,0.000401035,0.000723173,0.002419429,0.013756953,0.004641767,0,0.014967204,0.038290453,0.009740466,0.015684679,0.0001176
SRR10692199,-0.105068746,0.188747542,-0.134877482,Cluster 1,PRJNA588513,5.341934651,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.038984669,0.001090959,0.07729034,0.113690748,0.259579361,0.07575249,0.036763292,0.045311891,0.022908037,0.00029738,0.006914795,0.00928167,0.001855362,0.001233468,0.001051834,0.0000369,0.000213652,0.243525208,0.000599645,0.000970455,0.023628039,0.002323546,0,0.002246098,0.011219939,0.010127013,0,0.000064
SRR10692200,0.079842032,0.178602412,-0.15350916,Cluster 1,PRJNA588513,4.824582966,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.058599457,0,0.223687883,0.403152482,0.091899698,0.039476457,0.081031804,0.030472677,0,0.011911719,0.004753521,0.000460712,0,0.005901256,0,0.004179257,0.00107168,0.001279975,0.001571309,0,0.004141578,0,0.001611437,0,0.00157774,0.0000263,0
SRR10692201,-0.052983706,0.258967932,0.033000199,Cluster 1,PRJNA588513,5.786111345,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.000325232,0.002868973,0.000371032,0.145615182,0.222270396,0.09102905,0.101962251,0.062718154,0.106277838,0.001719965,0.075125051,0.022765474,0.025569435,0.000187001,0.007888678,0.0000892,0.0000236,0.001940365,0.000172156,0.000179212,0.001391908,0.001115504,0,0.026579411,0.001950575,0.02624959,0.027698237,0.00004
SRR10692203,-0.079302808,0.268172933,-0.020843467,Cluster 1,PRJNA588513,6.05599425,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.003854633,0.0000808,0.007269408,0.039133096,0.230159465,0.145540974,0.232147531,0.054706731,0.027562004,0.000167955,0.058851425,0.01096683,0.000414804,0.0001347,0.03154458,0,0.014075449,0.002124392,0,0,0.004519069,0.001414531,0.000446758,0.000352633,0,0.00346719,0.00054425,0.0000455
SRR10692204,0.005838775,0.353219414,-0.174666629,Cluster 1,PRJNA588513,5.460059025,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.000318704,0.000152667,0.163998373,0.251903937,0.152946001,0.038333701,0.066598914,0.039835092,0.002497919,0.014993998,0.000396047,0.00072509,0.0000172,0.09739779,0.0000704,0.000169635,0.001679,0,0,0.009684977,0.02177514,0.0000172,0.056671868,0.0000839,0.009269133,0.000373171,0
SRR10692205,-0.062507332,0.274831039,-0.038500292,Cluster 1,PRJNA588513,5.842181643,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,5.43E-05,0,0.000291821,0.076637663,0.189765146,0.052492822,0.266618932,0.067736191,0.02592216,0,0.029663752,0.000141713,0.002574483,0,0.037965991,0,0.021752751,0,0,0.001145875,0.023723911,0.000590138,0.01106901,0.033843741,0,0.005369794,0,0
SRR10692206,0.030818632,0.223156549,-0.167077586,Cluster 1,PRJNA588513,4.550095307,Tibetan_urban,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.00181284,0.0000384,0.118207959,0.252446388,0.063057116,0.006337391,0.054975608,0.301115616,0.000177732,0.005141403,0.000645934,0.060476049,0.0001053,0.091715541,0,0.001360984,0,0.002128078,0,0.000486432,0.01120717,0,0.00343031,0,0.000908114,0,0
SRR10692267,-0.262849943,-0.011445843,-0.320513076,Cluster 1,PRJNA588513,5.162534097,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.291574299,0.007878095,0.404511627,0.066738292,0.262272371,0.037896347,0.023099293,0.042507212,0.015265578,0.002398539,0.015938989,0.006170459,0.027237733,0.001353202,0.002386583,0.0000842,0.003078665,0.0000386,0.006305616,0.0000924,0.038431066,0.012367567,0,0.000719298,0.0000283,0.003388391,0.0000315,0.0000311
SRR10692268,-0.116107513,0.016934043,-0.11718074,Cluster 1,PRJNA588513,3.008983496,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.049042689,0.006410853,0.077914302,0.041112193,0.025629651,0.004660897,0.010695369,0.013948139,0.002124038,0,0.000787771,0,0.004234627,0,0.660840196,0,0.004584915,0.020270405,0.00094407,0.000027,0.025237283,0.007814582,0,0.0001971,0,0.072248831,0,0
SRR10692269,0.034190738,0.263741998,-0.119469188,Cluster 1,PRJNA588513,6.138249503,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,6.78E-05,0.088114968,0.0001113,0.328072869,0.219879577,0.07359223,0.020297411,0.05446626,0.066463681,0.002290379,0.021650398,0.007279698,0.004102737,0.001438291,0.010162564,0.0000897,0.001948244,0.000042,0.005338238,0.0000344,0.034694791,0.012701726,0,0.000756681,0.002328902,0.006697889,0.0000368,0.000172657
SRR10692270,-0.236641258,0.067768328,-0.104968717,Cluster 1,PRJNA588513,5.915005962,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.163588763,0.007711101,0.196488207,0.169555459,0.152619451,0.167451963,0.048300827,0.068357679,0.038147729,0.0003088,0.006469878,0.013179701,0.022709873,0.000273275,0.000145448,0.0000487,0.005963631,0.0000279,0.000732112,0.004019205,0.004225967,0.014285647,0,0.037061799,0.0000705,0.004909812,0.000412511,0.0000835
SRR10692271,-0.247758461,-0.012696683,-0.288629161,Cluster 1,PRJNA588513,5.05189029,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.277590648,0.017833275,0.277768593,0.052901176,0.160189096,0.044746323,0.030288575,0.060360141,0.047573105,0.001811757,0.001663641,0.013637166,0.051451895,0.000471475,0.050592952,0.0000502,0.003143552,0.113310942,0.000740439,0.000024,0.020478724,0.00362696,0,0.000657613,0.000396454,0.010067921,0.000973273,0.000225399
SRR10692273,0.058207385,0.302373037,-0.199888061,Cluster 1,PRJNA588513,5.993632177,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.084989797,0.001473757,0.269910622,0.301726158,0.0676596,0.027691523,0.052711854,0.058632364,0.000784083,0.004781098,0.004240711,0.012489128,0.000890984,0.035446006,0.000162136,0.00140679,0,0.002921465,0,0.023057629,0.006289278,0,0.00095082,0.000424054,0.006543877,0.0000683,0.000296523
SRR10692274,-0.159850496,0.189277696,-0.011415619,Cluster 1,PRJNA588513,6.507311584,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.06211501,0.004004002,0.107238075,0.224675606,0.172836757,0.10781654,0.089336564,0.050292436,0.042582927,0.000597014,0.012162606,0.028509873,0.048402728,0.000378159,0.05630355,0.00048696,0.001474662,0,0.000776771,0,0.005920186,0.008199062,0,0.000554342,0.000678719,0.002555862,0.00054355,0.0000359
SRR10692275,0.071318077,0.247827045,-0.140443482,Cluster 1,PRJNA588513,5.719153158,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.018307259,0,0.24108836,0.243666259,0.106205407,0.094532364,0.05434706,0.026658028,0,0.007711702,0.001973856,0.0002413,0.001711502,0.002897705,0,0.0000707,0.003301617,0.002262608,0.016229331,0.023854414,0.007439575,0,0.00114727,0.003323411,0.017847195,0,0
SRR10692276,-0.052736065,0.275703943,-0.144999791,Cluster 1,PRJNA588513,6.128290188,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.027124869,0.002529673,0.035811956,0.078887211,0.294124241,0.117626089,0.077379637,0.111229484,0.058628175,0.000312468,0.023294085,0.022439205,0.039582155,0.0001063,0.004132901,0,0.0000236,0.0000333,0.000374879,0.021816396,0.016926995,0.007568652,0,0.000560855,0.003818169,0.020542425,0.000323624,0.0000681
SRR10692277,-0.029869766,0.264940057,-0.015491625,Cluster 1,PRJNA588513,6.523218454,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,3.28E-05,0.004404983,0.001189274,0.156133583,0.213509969,0.218927195,0.141786239,0.067283656,0.078217943,0.000535661,0.007548593,0.011527403,0,0.000576033,0.004042203,0.008969546,0.000120689,0,0.000744175,0.010565735,0.000521602,0.003921416,0.008824727,0.00027204,0,0.000279685,0,0.0000317
SRR10692278,0.061758975,0.201424367,-0.161196716,Cluster 1,PRJNA588513,6.320595882,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,1.69E-05,0.136852198,0.0000776,0.189143874,0.193928122,0.153923795,0.038346567,0.059421146,0.054907871,0.005954902,0.024690774,0.008924047,0.000274098,0.000472928,0.000308304,0.000531983,0.001020571,0.015836953,0.000986127,0,0.01343648,0.012368695,0,0.0005657,0.008820527,0.018084581,0.000215258,0.000395381
SRR10692279,0.031638827,0.313592032,-0.10360054,Cluster 1,PRJNA588513,5.870498,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.013583541,0,0.393280269,0.235348243,0.084657129,0.059334085,0.055079631,0.056235481,0.003714637,0.005506496,0.01661549,0.0000455,0.000962438,0.025800827,0.0000697,0.000104864,0,0.002241387,0,0.0000943,0.008256289,0,0.000406978,0.00469645,0.002053783,0.000598744,0.000421878
SRR10692280,0.074469453,0.281076594,-0.273708174,Cluster 1,PRJNA588513,5.682247039,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.057878628,0.000664242,0.068027257,0.370398273,0.046502748,0.029572609,0.075243985,0.058841457,0.000259306,0.002997145,0.000593649,0.004539053,0.00174565,0.020758069,0.000047,0.021807017,0.08502052,0.001409265,0.006610005,0.016498797,0.007996686,0,0.002346634,0.00206286,0.02150355,0,0
SRR10692281,-0.052505243,0.227441313,0.0173116,Cluster 1,PRJNA588513,6.311149823,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.000433291,0.008682664,0.006050252,0.076138151,0.130305215,0.213109832,0.098165723,0.044391925,0.038786978,0.002057644,0.125413577,0.008240677,0.026517717,0.000652101,0.004022685,0.000504181,0.01944835,0.045975759,0.000923371,0.000136065,0.023563484,0.001132761,0.0000734,0.002502825,0.002558573,0.005406513,0.000561701,0.00154051
SRR10692282,-0.029974721,0.332306124,-0.122278308,Cluster 1,PRJNA588513,6.226181273,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.004664958,0.000558048,0.008476106,0.16693201,0.315662961,0.094895438,0.049402574,0.056355264,0.059713857,0.000127371,0.010759894,0.004713341,0.04728529,0.000065,0.048781332,0,0.006674427,0.039368433,0.0000703,0.003883978,0.031519896,0.003008371,0.001852108,0.002177268,0.000611868,0.008011244,0.0000548,0.0000471
SRR10692285,-0.150649325,0.241156912,-0.069071802,Cluster 1,PRJNA588513,6.483263156,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.050618787,0.001943135,0.101486456,0.128397197,0.22316142,0.104912246,0.109202747,0.056849828,0.051156138,0.000343723,0.037031112,0.010304623,0.000676893,0.000299677,0.000220793,0.0000481,0.005260989,0.018282543,0.000595419,0.015057879,0.016809547,0.008391924,0.025959261,0.006360669,0,0.008153122,0.000319978,0.0000651
SRR10692286,-0.288296988,-0.116110039,-0.348569654,Cluster 1,PRJNA588513,4.163727664,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.25350099,0.015861388,0.40485509,0.027597163,0.066665124,0.022920311,0.019380612,0.027860555,0.013997197,0.0000285,0.008337852,0.001444631,0.002027389,0.000665877,0.016213486,0,0.001780333,0.198921985,0.000753946,0.000837724,0.024873809,0.00979178,0.0000875,0.000358461,0.000551375,0.007856477,0,0
SRR10692287,-0.130557135,0.016318213,-0.229877439,Cluster 1,PRJNA588513,5.597920072,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.202685311,0.053846662,0.204596411,0.063125898,0.231376594,0.1265053,0.074153203,0.035416889,0.040499534,0.001672944,0.012636539,0.024766317,0.000861848,0.005405419,0.000263602,0.000686169,0.006901899,0.0000333,0.000186319,0.014105578,0.0000199,0.004766197,0,0.014036959,0.021945185,0.01864555,0,0.000362379
SRR10692288,0.016987977,0.270500618,-0.127158082,Cluster 1,PRJNA588513,5.668396217,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,6.12E-05,0.022121632,0.001320643,0.152934204,0.32951099,0.107224403,0.065321176,0.067795989,0.053733184,0.001031765,0.001989641,0.007918172,0.012270447,0.000448926,0.040397547,0.0000657,0.000966018,0.023032127,0.001194811,0.0000249,0.021325739,0.003243563,0,0.000478822,0.005069889,0.057952157,0.003770625,0
SRR10692289,0.072677117,0.170636078,-0.235846009,Cluster 1,PRJNA588513,5.292761769,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,3.20E-05,0.064214682,0.156226417,0.065874395,0.221004097,0.171219509,0.045416987,0.070309171,0.03534299,0.000511084,0.007052394,0.000267466,0.000359468,0.002460169,0.01279148,0.000175364,0.042606964,0.0000276,0.000394133,0.015510789,0.03280749,0.020133662,0,0.001551564,0.011242236,0.001577678,0,0
SRR10692290,0.03390875,0.277208973,-0.178296794,Cluster 1,PRJNA588513,5.684347734,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.000111544,0.012697132,0.035171443,0.303853541,0.280991118,0.038920137,0.038865318,0.064267377,0.019941444,0.000237865,0.003595584,0.003106611,0.002521739,0.000434293,0.053379762,0.0000701,0.005920646,0.0000427,0.002738762,0.017008133,0.027472161,0.017143275,0.011252206,0.000386355,0,0.024774412,0.000100805,0
SRR10692291,0.045206384,0.280249036,-0.236370205,Cluster 1,PRJNA588513,5.615741147,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,4.56E-05,0.010766493,0.0001174,0.016184769,0.469678896,0.046439109,0.083022624,0.073102693,0.039185686,0.00046264,0.017593,0.003277997,0.002556865,0,0.015230253,0.000127564,0.000894107,0.036533938,0,0.029174283,0.0000899,0.013170052,0.005973089,0.015684685,0,0.06898361,0.000341351,0
SRR10692292,0.067750771,0.307922871,-0.179444531,Cluster 1,PRJNA588513,5.914250191,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.029183865,0.0000513,0.207922674,0.36374014,0.090285372,0.047844485,0.065064349,0.035425898,0.007356292,0.028274583,0.01005661,0.000254359,0.001250035,0.016441726,0.000501728,0.009474375,0.0000841,0.000315342,0.00157413,0.0000824,0.0000309,0,0.000989106,0.006364282,0.002202735,0.004400354,0.000953706
SRR10692293,0.013032226,0.279838389,-0.103469112,Cluster 1,PRJNA588513,6.282318375,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,1.88E-05,0.024293267,0.020405873,0.182420167,0.254849632,0.089263144,0.051393038,0.055349499,0.105314761,0.002921449,0.016023589,0.008124171,0.006479587,0.001250044,0.055299161,0.0000642,0.000220145,0.011497521,0.000350768,0,0.022992701,0.004077101,0,0.001053,0.0000291,0.025606796,0.0000589,0.000898884
SRR10692294,0.058465605,0.253770506,-0.239962655,Cluster 1,PRJNA588513,5.429330388,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.000161122,0.048010443,0.000284022,0.039035535,0.467668052,0.078899345,0.054704121,0.091032745,0.083500728,0.000832681,0.001042293,0.002479694,0.001607141,0.000888644,0.01828143,0,0.00387842,0.0000301,0.002595565,0.0000826,0.043186239,0.010860141,0,0.00117384,0.010270882,0.010073057,0.00016928,0
SRR10692296,0.076860334,0.315300303,-0.202561678,Cluster 1,PRJNA588513,5.501446662,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.042258009,0.0000427,0.276071111,0.351720003,0.058124823,0.047687978,0.071918833,0.035278791,0.004412665,0.000470306,0.005934053,0.000393636,0.000456594,0.000479869,0.000293574,0.014207205,0,0,0,0.00095691,0.010464559,0,0.002265816,0.004070477,0.013096932,0,0.001514251
SRR10692297,0.16219803,0.089836327,-0.225679387,Cluster 2,PRJNA588513,5.273779049,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 2,0.000113782,0.193570576,0.000198882,0.063464009,0.274765652,0.145730254,0.024395938,0.058560233,0.024728578,0,0.006161419,0.000190606,0.000290106,0.003429056,0.00849147,0,0.014142734,0.022136258,0.012057537,0,0.013348575,0.024845304,0,0.000230864,0.010391535,0.009132868,0,0
SRR10692298,-0.058776247,0.229209435,-0.184138942,Cluster 1,PRJNA588513,6.300228935,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.019228177,0.000348059,0.064696594,0.108322908,0.156826216,0.131479763,0.088001348,0.064664904,0.028160147,0.0000199,0.030721477,0.001104763,0.003078032,0.0000711,0.000529879,0.004617111,0.008931438,0.084894475,0.000894743,0,0.013838166,0.013962491,0,0.03533849,0.011934346,0.048057094,0,0.0000339
SRR10692299,-0.059028844,0.058303962,-0.172673213,Cluster 1,PRJNA588513,5.935261724,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.085848355,0.04908349,0.144894681,0.053382069,0.252590518,0.055223054,0.034140065,0.057519289,0.032513984,0.000589542,0.004340718,0.020356281,0.005907807,0.007785427,0.00015849,0.000405634,0.093308378,0,0.015098405,0.007525023,0.012820575,0.005086158,0.00966567,0.00118736,0.010769165,0.017785459,0,0.0000666
SRR10692300,-0.178332967,0.135268438,-0.22842484,Cluster 1,PRJNA588513,5.505170888,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0.141001723,0.009916463,0.253306887,0.044967099,0.293255993,0.129401067,0.056155739,0.05299443,0.059379407,0.0000914,0.001130178,0.009854744,0.0002297,0.000373106,0.005293172,0.000335386,0.000615775,0.0000356,0.000978906,0.0000191,0.012017815,0.013705044,0.0000198,0.000273679,0.021650561,0.004844615,0.000172799,0.0000766
SRR10692301,0.011199621,0.276041367,-0.266039759,Cluster 1,PRJNA588513,4.814695179,Tibetan_rural,Tibetan,Tibetan_Yunnan,Tibetan_Yunnan_Cluster 1,0,0.019713296,0.018545645,0.005106922,0.309845,0.059941921,0.014223543,0.048863055,0.047771984,0.00002,0.038935774,0.0000796,0.020471549,0.000026,0.038126047,0,0.08654956,0.192837116,0.000642701,0,0.01047833,0.005804838,0,0.0000935,0.001715772,0.021891407,0,0
