	shannon
SRR10692054	5.890295837141731
SRR10692055	6.130356129946
SRR10692056	6.088821585341379
SRR10692057	6.0273046938379355
SRR10692058	6.745707371784169
SRR10692059	5.282946437083753
SRR10692061	5.32322873683417
SRR10692062	5.747223266223564
SRR10692170	6.321230139569414
SRR10692171	6.404044876575635
SRR10692172	6.023548301036299
SRR10692173	6.757819045506604
SRR10692174	6.405989786716022
SRR10692175	5.5235079082558896
SRR10692176	5.600039302314172
SRR10692177	5.299563576520999
SRR10692178	4.869270379470451
SRR10692180	5.404034319337975
SRR10692181	5.659762811573007
SRR10692182	2.9415000176908648
SRR10692183	6.306346011439942
SRR10692184	5.960077067823845
SRR10692185	5.939703744147215
SRR10692186	5.696512605793897
SRR10692187	6.0998410029238315
SRR10692188	5.492151729936206
SRR10692189	6.563779935251036
SRR10692192	6.152128667896257
SRR10692193	6.151843878051379
SRR10692194	5.9834642072790745
SRR10692195	6.897801411974665
SRR10692196	6.311850433375601
SRR10692197	5.999968474096794
SRR10692198	6.2313266984832865
SRR10692199	5.341934650617388
SRR10692200	4.824582965807892
SRR10692201	5.786111345342217
SRR10692203	6.055994250392018
SRR10692204	5.460059025201228
SRR10692205	5.842181642836479
SRR10692206	4.550095306660636
SRR10692267	5.162534096960817
SRR10692268	3.008983496159239
SRR10692269	6.138249503339883
SRR10692270	5.915005961982348
SRR10692271	5.051890289689075
SRR10692273	5.993632177332594
SRR10692274	6.507311584287451
SRR10692275	5.719153158230559
SRR10692276	6.128290187904674
SRR10692277	6.523218454029537
SRR10692278	6.3205958818725865
SRR10692279	5.870498000361641
SRR10692280	5.682247039486916
SRR10692281	6.311149823387057
SRR10692282	6.226181273388357
SRR10692285	6.483263156385712
SRR10692286	4.1637276639731295
SRR10692287	5.597920071937602
SRR10692288	5.668396217249909
SRR10692289	5.2927617688850725
SRR10692290	5.684347734470301
SRR10692291	5.615741146780777
SRR10692292	5.914250190916823
SRR10692293	6.282318374776293
SRR10692294	5.429330388170645
SRR10692296	5.5014466622781395
SRR10692297	5.273779048936143
SRR10692298	6.300228934755729
SRR10692299	5.935261724437245
SRR10692300	5.505170888185507
SRR10692301	4.814695178656032
SRR10692302	5.8436542574164605
SRR10692373	6.600010621136731
SRR10692374	5.292997937206011
SRR10692375	5.293216267267469
SRR10692376	5.96799820413033
SRR10692377	5.590907192402674
SRR10692379	5.3307841246252305
SRR10692380	4.8557097462169825
SRR10692381	6.088477557886292
SRR10692382	5.1987285985991125
SRR10692383	5.392923950185443
SRR10692384	5.118318568323785
SRR10692385	4.806559764473723
SRR10692390	5.195698435696208
SRR10692391	5.405248051813214
SRR10692392	5.836202352820328
SRR10692393	3.139919989273055
SRR10692394	3.492259429233051
SRR10692395	5.520554693838816
SRR10692396	4.520978534309576
SRR10692397	5.859670408979147
SRR10692398	5.366031374317557
SRR10692399	5.722190263824915
SRR10692401	4.670993291523502
SRR10692402	6.137024806940175
SRR10692403	5.836959497988168
SRR10692404	5.449874869712572
SRR10692405	4.794362638951078
SRR10692406	6.196486813332274
SRR10692407	6.058815401700659
SRR10692408	6.170201722897896
SRR10692409	6.306461245717434
SRR10692411	5.823067823812635
SRR10692449	5.990154729656749
SRR10692450	4.382775199248027
SRR10692451	3.1291149697580036
SRR10692452	4.167718959271323
SRR10692454	4.239096596998531
SRR10692455	6.155672315164443
SRR10692456	6.4175218821044515
SRR10692457	5.4089482194548895
SRR10692458	5.81100853246869
SRR10692459	5.552374283238949
SRR10692460	5.077510344112856
SRR10692461	5.704504169439829
SRR10692462	6.490052947971858
SRR10692463	6.425189365307321
SRR10692465	6.239619799844149
SRR10692466	5.545241209390906
SRR10692467	5.277637227799546
SRR10692538	5.256876729629741
SRR10692618	5.939223151910824
SRR10692619	5.791447808769097
SRR10692620	6.142664240745175
SRR10692621	4.848034443641096
SRR10692622	5.723735477236626
SRR10692623	5.087024155610461
SRR10692624	4.542535492248791
SRR10692625	5.214947598189731
SRR10692626	4.555038237450668
SRR10692627	5.80508833150934
SRR10692629	5.5465502201248755
SRR10692630	5.4282156665532835
SRR10692631	4.7495845710545375
SRR10692632	5.699067132233418
SRR10692633	4.94673130865142
SRR10692634	4.610924387521868
SRR10692635	5.569137387485216
SRR10692636	5.927565917476979
SRR10692637	5.526966830813328
SRR10692638	5.788458445583965
SRR10692640	4.608572858584445
SRR10692641	5.796825734696256
SRR10692642	5.6089256756727295
SRR10692643	5.469750920610365
SRR10692644	5.4289291102917385
SRR10692645	3.577436092181716
SRR10692646	6.092713416113158
SRR10692647	5.427331099981586
SRR10692648	4.788747290357365
SRR10692649	4.516232921724074
SRR10692651	5.1060144540108725
SRR10692652	4.665164061810499
SRR10692653	4.850282383356846
SRR10692654	4.632495745115561
SRR10692761	5.994151085977729
SRR10692762	5.06278227690699
SRR10692763	5.635633053058484
SRR10692764	5.942961227915466
SRR10692765	4.978370893997317
SRR10692766	5.198559368303344
SRR10692767	5.749822274201516
SRR10692768	6.342122705089486
SRR10692770	4.002462047376391
SRR10692771	4.425994926146122
SRR10692772	5.474128835260642
SRR10692773	5.20883847067596
SRR10692774	4.747176620959373
SRR10692775	5.235015007640691
SRR10692776	5.800946362343501
SRR10692777	5.783593244668606
SRR10692778	5.215985565644304
SRR10692779	5.595770758625619
SRR10692781	5.313232484150471
SRR10692782	5.630633282051997
SRR10692783	4.519328487642085
SRR10692784	3.777607252219388
SRR10692785	5.693009187650376
SRR10692786	5.540030609542685
SRR10692787	5.530422546588841
SRR10692788	5.87056696020588
SRR10692789	5.738589571631478
SRR10692790	3.817781532436695
SRR10692792	4.657604147989559
SRR10692793	5.968711989932288
SRR10692794	5.526941291842867
SRR10692795	5.902256521292704
SRR10692796	5.927473297323341
SRR341616	4.65762198955401
SRR341617	4.468948858059196
SRR341618	5.7539438974593375
SRR341619	4.822207654368471
SRR341620	6.2829887517468235
SRR341621	5.609479587650411
SRR341622	3.794878810475611
SRR341623	5.163362869272871
SRR341624	4.046042218593863
SRR341625	4.644799103549053
SRR341626	4.2676645256043395
SRR341627	5.047082281112026
SRR341628	4.6054121749989605
SRR341629	3.0066788425788977
SRR341630	5.334478885925131
SRR341631	3.2400536753185665
SRR341632	3.9922080079836832
SRR341633	5.102524152307113
SRR341634	4.630404321590257
SRR341635	5.900944826676456
SRR341636	4.363542020159701
SRR341637	5.74359195945126
SRR341638	4.290585438757113
SRR341639	4.338286650652408
SRR341640	4.01034673170526
SRR341641	5.764279076173396
SRR341642	5.0659719895109605
SRR341643	6.027110323789931
SRR341644	4.13060534790421
SRR341645	5.370037315293801
SRR341646	4.1905723434650115
SRR341647	5.7322560599902115
SRR341648	5.669731786545676
SRR341649	5.555807426258927
SRR341650	4.086633486425301
SRR341651	4.267933463330632
SRR341652	5.543262630844909
SRR341653	4.560180291186696
SRR341690	4.215143583331033
SRR341691	5.481651981530165
SRR341692	5.6235177572112365
SRR341693	4.44994081743649
SRR341694	2.4434760149592885
SRR341695	5.541409125409707
SRR341696	5.169786198161691
SRR341697	3.776995281779274
SRR341698	5.411370737962057
SRR341699	5.916250929786543
SRR341700	5.553468898069932
SRR341701	2.65597337213993
SRR341702	6.077437375015191
SRR341703	4.920100623463381
SRR341704	4.677516490478638
SRR341705	5.497363751373858
SRR341706	5.71933390091066
SRR341707	5.716861077022588
SRR341708	5.6825675256252675
SRR341709	6.040161904100195
SRR341710	4.973704527166181
SRR341711	4.643214476834111
SRR341712	3.4305675109977534
SRR341713	4.635620714156804
SRR341714	5.071002109896301
SRR341715	5.674829978259042
SRR341716	5.2229013401112505
SRR341717	4.216421529467648
SRR341718	5.229612600352862
SRR341719	5.490206244407016
SRR341720	3.7207009562492757
SRR341721	5.903373091876011
SRR341722	3.767218645300076
SRR341723	4.815325574698138
SRR341724	3.1151743921265873
SRR341725	4.957634897331368
SRR3992955	5.798461074186848
SRR3992956	6.437160962932957
SRR3992958	6.549069001138252
SRR3992959	6.2368193860458705
SRR3992960	5.2388459591498
SRR3992961	6.914653011382388
SRR3992962	5.973158935281719
SRR3992963	6.4779466913464745
SRR3992964	5.963476979481419
SRR3992965	5.878650246774697
SRR3992966	7.226370462845926
SRR3992967	6.507637039917885
SRR3992968	4.013446424802355
SRR3992969	4.952220891443209
SRR3992970	6.333728425724991
SRR3992971	4.199600153818317
SRR3992972	6.111302295014368
SRR3992973	5.72688293639379
SRR3992974	5.854620156798112
SRR3992975	6.296678875506422
SRR3992976	6.632901447757647
SRR3992977	5.747391772402214
SRR3992978	6.288495011299405
SRR3992979	6.948998136160803
SRR3992980	7.150396529583089
SRR3992981	6.005038459273913
SRR3992982	5.634993069820356
SRR3992983	6.785201257194092
SRR3992984	6.207006624132691
SRR3992985	4.7872599452802564
SRR3992986	5.693261450975646
SRR3992987	6.264691659795834
SRR3992988	6.440245228341988
SRR3992989	5.570658255555806
SRR3992990	5.514484749478362
SRR3992991	6.243524830989871
SRR3992992	6.362128586344477
SRR3992993	6.680965044639201
SRR3992994	5.612885081916081
SRR3992995	7.06163066495091
SRR3992996	5.605360352120323
SRR3992997	5.357145254248627
SRR3992998	6.751741788306849
SRR3992999	4.784903231855523
SRR3993000	5.655061909322238
SRR3993001	5.565806026049555
SRR3993002	6.061654366938521
SRR3993003	4.879989209854542
SRR3993004	6.208291652444287
SRR3993005	5.7246151049878895
SRR3993006	6.014177283785503
SRR3993007	5.904115180500696
SRR3993008	6.96021862187377
SRR3993009	5.557903661381713
SRR3993010	5.8389233115041215
SRR3993011	6.000620853071676
SRR3993012	6.121544388933066
SRR3993013	5.136700074804498
SRR3993014	5.877218149091097
SRR3993015	6.291161114640349
SRR3993016	6.231082886317723
SRR3993017	5.907705184099771
SRR3993018	4.895350221833607
SRR3993019	5.6179634911751855
SRR3993020	5.781465707263772
SRR3993021	4.469807866853038
SRR3993022	6.046621379051308
SRR3993023	6.253079600701545
SRR3993024	6.248642473525966
SRR3993025	4.632728127043676
SRR3993026	5.097317878580337
SRR3993027	2.475647903973221
SRR3993028	5.787447682857254
SRR3993029	6.105858088464715
SRR3993030	5.839662439619481
SRR3993031	6.166415737016619
SRR3993032	6.448623520828952
SRR3993033	4.338053244816187
SRR3993034	6.878216672525532
SRR3993035	5.71873240537113
SRR3993036	6.412949910619146
SRR3993037	5.6545355512115
SRR3993038	6.725105873447957
SRR3993039	6.9401261654346476
SRR3993040	5.453651390360325
SRR3993041	6.422263556543599
SRR3993042	4.753646665817073
SRR3993043	6.0514999620473775
SRR3993044	6.592973247982536
SRR3993045	3.96389139134498
SRR3993046	6.283193805798156
SRR3993047	6.161248484039126
SRR3993048	6.454638602719402
SRR3993049	5.691251117685075
SRR3993050	5.846708771907514
SRR3993051	6.237249564289048
SRR3993052	6.61344070539527
SRR3993053	6.660318012755128
SRR3993054	6.890277224731034
SRR3993055	6.596557724690486
SRR3993056	6.004672526838745
SRR3993057	6.839715371792045
SRR3993058	6.459864415183505
SRR3993059	6.555445675214152
SRR3993060	6.398019668338567
SRR3993061	6.913941170400076
SRR3993062	5.532681303742642
SRR3993063	6.0530743827978535
SRR3993064	4.918514080393337
SRR413575	5.7058923001968695
SRR413576	4.307478034633519
SRR413577	4.093297182885602
SRR413578	4.487941244671074
SRR413579	5.1273016533160245
SRR413580	5.097166285501614
SRR413581	5.503914796944527
SRR413582	4.937018141540545
SRR413583	5.613075438347532
SRR413584	6.102606754925068
SRR413585	4.85140478721569
SRR413586	6.300628361802805
SRR413587	4.7296105804021495
SRR413588	5.011138767774725
SRR413589	5.470256988711904
SRR413590	3.727050124634161
SRR413591	4.860847262781093
SRR413592	4.258758607150879
SRR413593	2.827493139762444
SRR413594	3.95418462560739
SRR413595	2.369299719278773
SRR413596	4.307493768171426
SRR413597	4.784625124745662
SRR413598	6.54812574669807
SRR413599	5.5855292765425615
SRR413600	5.688816004872755
SRR413601	4.106100506430031
SRR413602	4.758339428362769
SRR413603	4.82947503313995
SRR413604	4.203462449938797
SRR413605	3.807824308751392
SRR413606	5.206931107673871
SRR413607	4.761619686097601
SRR413608	3.3057547645200898
SRR413609	3.80203359218704
SRR413610	4.69198452231752
SRR413611	3.8882938864740133
SRR413612	6.27868259832635
SRR413613	5.731404577090414
SRR413614	5.5657350905337895
SRR413615	5.459959390936834
SRR413616	5.283347536036596
SRR413617	5.590930987601265
SRR413618	4.39442913521623
SRR413619	4.848557022881064
SRR413620	4.322028902763023
SRR413621	4.949976880631283
SRR413622	4.898261690031879
SRR413623	6.350065049404139
SRR413624	5.976668646858622
SRR413625	5.517233178849413
SRR413626	5.470289302074953
SRR413627	4.9441525083375195
SRR413628	5.7137127443702305
SRR413629	4.793477469494481
SRR413630	4.340603806809584
SRR413631	4.341327159837956
SRR413632	5.471643531142722
SRR413633	4.881476517100199
SRR413634	5.565095644893449
SRR413635	4.450783134406014
SRR413636	3.715689555904751
SRR413637	4.479273475516484
SRR413638	2.758988214487761
SRR413639	4.680372096047795
SRR413640	4.5161125173713055
SRR413641	4.936369869093424
SRR413642	4.843734171095117
SRR413643	5.077857438631035
SRR413644	5.618049904033101
SRR413645	5.040805959126232
SRR413646	4.195983705195514
SRR413647	4.192883533645141
SRR413648	4.201589466436625
SRR413649	4.8870026935412545
SRR413650	4.868948516974894
SRR413651	4.681969355657968
SRR413652	3.266073623390426
SRR413653	5.70023071967319
SRR413654	5.544871089876198
SRR413655	4.752805764263058
SRR413656	6.350545055251922
SRR413657	2.1709088202911424
SRR413658	4.0470227658834474
SRR413659	5.741131516982552
SRR413660	4.8083994241957155
SRR413661	4.4939157556522105
SRR413662	2.987774246155779
SRR413663	5.775553012389931
SRR413664	3.769872750799252
SRR413665	4.618224610063843
SRR413666	5.549303455830561
SRR413667	5.113450583310957
SRR413668	2.81810695831636
SRR413669	4.666341447529206
SRR413670	2.494200009824976
SRR413671	6.062428805954102
SRR413672	4.2665262620296875
SRR9097995	5.4717882199643535
SRR9097996	5.468261078092773
SRR9097997	6.684468734367006
SRR9097998	4.3433304855545884
SRR9097999	3.9592736351393474
SRR9098000	0.7354632959955586
SRR9098001	5.167521478081566
SRR9098002	4.2022612199530665
SRR9098003	5.578316075585347
SRR9098004	5.988588106451145
SRR9098005	6.347179588165444
SRR9098006	6.795825483033636
SRR9098007	6.314431325498522
SRR9098008	5.539054212780948
SRR9098009	6.426196218219468
SRR9098010	3.2639114238824196
SRR9098011	6.024519231285877
SRR9098012	5.6924430577244305
SRR9098013	4.87895778829603
SRR9098014	6.05117607868121
SRR9098015	4.365685669845546
SRR9098016	3.8204268183886527
SRR9098017	4.643944004609229
SRR9098018	5.274770677125836
SRR9098019	5.2328145618966975
SRR9098020	2.9153805806891366
SRR9098021	4.063513048581133
